inst#,actual,predicted,error,prediction,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
1725,2:bad,2:bad,,0.75,7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3
1726,2:bad,2:bad,,1,7.2,0.2,0.22,1.6,0.044,17,101,0.99471,3.37,0.53,10
1727,1:good,1:good,,0.951,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2
1728,1:good,1:good,,1,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11
1729,2:bad,2:bad,,0.993,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2
1730,1:good,1:good,,0.951,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13
1731,2:bad,2:bad,,1,5.8,0.19,0.24,1.3,0.044,38,128,0.99362,3.77,0.6,10.6
1732,1:good,1:good,,0.951,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13
1733,2:bad,2:bad,,0.727,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5
1734,2:bad,2:bad,,0.727,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5
1735,2:bad,2:bad,,0.993,7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9
1736,1:good,1:good,,0.951,6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2
1737,1:good,1:good,,0.951,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4
1738,1:good,2:bad,+,0.683,8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5
1739,1:good,1:good,,1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9
1740,1:good,1:good,,1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9
1741,1:good,1:good,,1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
1742,1:good,1:good,,1,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4
1743,1:good,1:good,,0.951,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6
1744,1:good,1:good,,0.974,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
1745,1:good,2:bad,+,0.683,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5
1746,1:good,1:good,,1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
1747,1:good,1:good,,1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
1748,1:good,1:good,,0.951,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1
1749,1:good,1:good,,0.951,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3
1750,1:good,1:good,,1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
1751,1:good,1:good,,1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9
1752,1:good,2:bad,+,0.683,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5
1753,1:good,1:good,,0.974,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
1754,1:good,1:good,,1,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4
1755,1:good,1:good,,0.951,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6
1756,1:good,1:good,,0.951,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13
1757,2:bad,2:bad,,1,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5
1758,1:good,1:good,,1,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9
1759,2:bad,2:bad,,1,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6
1760,2:bad,2:bad,,0.993,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7
1761,1:good,1:good,,1,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11
1762,2:bad,2:bad,,0.944,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4
1763,1:good,1:good,,1,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12
1764,1:good,1:good,,1,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12
1765,2:bad,2:bad,,0.917,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9
1766,1:good,1:good,,0.974,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3
1767,2:bad,2:bad,,0.971,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4
1768,2:bad,2:bad,,0.882,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8
1769,2:bad,2:bad,,0.917,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9
1770,2:bad,2:bad,,0.993,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4
1771,2:bad,2:bad,,1,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6
1772,2:bad,2:bad,,0.993,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4
1773,1:good,2:bad,+,0.683,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4
1774,2:bad,2:bad,,1,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5
1775,2:bad,1:good,+,0.667,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4
1776,2:bad,1:good,+,0.951,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7
1777,2:bad,2:bad,,1,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1
1778,2:bad,2:bad,,1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
1779,2:bad,2:bad,,1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
1780,1:good,1:good,,0.951,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5
1781,2:bad,2:bad,,1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
1782,2:bad,2:bad,,1,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9
1783,2:bad,2:bad,,1,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9
1784,2:bad,2:bad,,1,7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7
1785,1:good,1:good,,1,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5
1786,1:good,1:good,,0.951,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5
1787,1:good,1:good,,0.951,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1
1788,2:bad,2:bad,,1,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12
1789,2:bad,1:good,+,0.971,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4
1790,1:good,1:good,,0.951,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2
1791,2:bad,2:bad,,0.993,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6
1792,2:bad,2:bad,,1,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1
1793,2:bad,1:good,+,0.951,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1
1794,2:bad,2:bad,,0.969,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12
1795,2:bad,2:bad,,1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
1796,1:good,1:good,,0.951,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7
1797,1:good,1:good,,0.951,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7
1798,2:bad,2:bad,,0.92,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1
1799,1:good,1:good,,0.974,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12
1800,1:good,1:good,,1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9
1801,1:good,1:good,,1,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3
1802,2:bad,2:bad,,0.917,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7
1803,1:good,1:good,,0.974,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11
1804,1:good,1:good,,0.951,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2
1805,1:good,1:good,,0.971,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7
1806,1:good,1:good,,1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9
1807,2:bad,2:bad,,1,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1
1808,2:bad,2:bad,,0.875,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3
1809,2:bad,2:bad,,0.971,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4
1810,1:good,1:good,,0.974,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9
1811,2:bad,2:bad,,1,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4
1812,1:good,1:good,,1,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11
1813,1:good,1:good,,0.974,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9
1814,1:good,1:good,,0.951,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9
1815,2:bad,2:bad,,0.882,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8
1816,2:bad,2:bad,,1,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4
1817,2:bad,2:bad,,0.969,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2
1818,2:bad,2:bad,,0.683,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3
1819,1:good,1:good,,1,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11
1820,2:bad,2:bad,,0.969,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11
1821,2:bad,2:bad,,0.97,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8
1822,2:bad,2:bad,,1,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2
1823,1:good,1:good,,1,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7
1824,2:bad,2:bad,,1,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2
1825,1:good,1:good,,1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
1826,2:bad,2:bad,,0.92,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5
1827,1:good,1:good,,1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
1828,1:good,1:good,,0.951,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7
1829,2:bad,2:bad,,0.92,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5
1830,1:good,1:good,,1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
1831,1:good,1:good,,0.951,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7
1832,1:good,1:good,,0.951,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1
1833,1:good,1:good,,0.951,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2
1834,1:good,1:good,,0.951,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4
1835,1:good,1:good,,0.951,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4
1836,2:bad,2:bad,,1,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5
1837,2:bad,2:bad,,0.882,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5
1838,2:bad,2:bad,,0.92,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8
1839,1:good,1:good,,0.75,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4
1840,2:bad,2:bad,,1,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8
1841,1:good,1:good,,0.951,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8
1842,1:good,1:good,,1,7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11
1843,2:bad,2:bad,,0.882,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2
1844,1:good,1:good,,0.951,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5
1845,2:bad,2:bad,,0.92,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8
1846,2:bad,2:bad,,0.969,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11
1847,1:good,1:good,,0.974,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
1848,1:good,1:good,,0.974,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
1849,1:good,1:good,,1,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12
1850,1:good,1:good,,0.951,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4
1851,1:good,1:good,,0.951,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8
1852,1:good,1:good,,0.974,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
1853,2:bad,2:bad,,0.993,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1
1854,1:good,1:good,,0.951,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4
1855,1:good,1:good,,0.951,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9
1856,2:bad,2:bad,,1,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8
1857,2:bad,2:bad,,1,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6
1858,2:bad,2:bad,,0.993,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9
1859,2:bad,1:good,+,0.75,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8
1860,2:bad,2:bad,,0.917,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1
1861,2:bad,2:bad,,0.993,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9
1862,2:bad,2:bad,,0.993,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9
1863,1:good,1:good,,0.951,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8
1864,2:bad,1:good,+,0.951,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9
1865,1:good,1:good,,0.951,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3
1866,1:good,1:good,,1,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11
1867,2:bad,2:bad,,1,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5
1868,1:good,1:good,,0.974,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11
1869,2:bad,2:bad,,0.993,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8
1870,1:good,1:good,,0.951,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3
1871,1:good,1:good,,0.951,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6
1872,1:good,1:good,,0.951,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3
1873,1:good,1:good,,0.951,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4
1874,2:bad,2:bad,,0.993,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8
1875,1:good,1:good,,0.974,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1
1876,1:good,1:good,,0.974,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11
1877,1:good,1:good,,0.951,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6
1878,1:good,1:good,,0.974,5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8
1879,2:bad,2:bad,,1,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4
1880,2:bad,1:good,+,0.951,6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13
1881,1:good,1:good,,1,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3
1882,1:good,1:good,,0.951,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6
1883,2:bad,2:bad,,1,4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8
1884,2:bad,2:bad,,0.993,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4
1885,2:bad,2:bad,,0.683,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2
1886,1:good,1:good,,0.974,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12
1887,1:good,1:good,,1,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3
1888,1:good,1:good,,0.974,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8
1889,2:bad,2:bad,,1,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9
1890,2:bad,2:bad,,0.993,6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8

